2026-05-20 11:34:17:3968	Application started
2026-05-20 11:45:06:3086	Failed to get results, Error code: 0x0
2026-05-20 11:45:06:4733	Failed to get results, Error code: 0x0
2026-05-20 11:45:06:7031	Failed to get results, Error code: 0x0
2026-05-20 11:45:06:8594	Failed to get results, Error code: 0x0
2026-05-20 11:45:07:0556	Failed to get results, Error code: 0x0
2026-05-20 11:45:07:2522	Failed to get results, Error code: 0x0
2026-05-20 11:45:07:4496	Failed to get results, Error code: 0x0
2026-05-20 11:45:07:6384	Failed to get results, Error code: 0x0
2026-05-20 11:45:07:8653	Failed to get results, Error code: 0x0
2026-05-20 11:45:08:0719	Failed to get results, Error code: 0x0
2026-05-20 11:45:08:2980	Failed to get results, Error code: 0x0
2026-05-20 11:45:08:5248	Failed to get results, Error code: 0x0
2026-05-20 11:45:08:6859	Failed to get results, Error code: 0x0
2026-05-20 11:45:08:8911	Failed to get results, Error code: 0x0
2026-05-20 11:45:09:1092	Failed to get results, Error code: 0x0
2026-05-20 11:45:09:3107	Failed to get results, Error code: 0x0
2026-05-20 11:45:09:4842	Failed to get results, Error code: 0x0
2026-05-20 11:45:09:7252	Failed to get results, Error code: 0x0
2026-05-20 11:45:09:8680	Failed to get results, Error code: 0x0
2026-05-20 11:45:10:0836	Failed to get results, Error code: 0x0
2026-05-20 11:45:10:3378	Failed to get results, Error code: 0x0
2026-05-20 11:45:10:4905	Failed to get results, Error code: 0x0
2026-05-20 11:45:10:7043	Failed to get results, Error code: 0x0
2026-05-20 11:45:10:9037	Failed to get results, Error code: 0x0
2026-05-20 11:45:11:0960	Failed to get results, Error code: 0x0
2026-05-20 11:45:11:3093	Failed to get results, Error code: 0x0
2026-05-20 11:45:11:5076	Failed to get results, Error code: 0x0
2026-05-20 11:45:11:7261	Failed to get results, Error code: 0x0
2026-05-20 11:45:11:8976	Failed to get results, Error code: 0x0
2026-05-20 11:45:12:1335	Failed to get results, Error code: 0x0
2026-05-20 11:45:12:2995	Failed to get results, Error code: 0x0
2026-05-20 11:45:12:4961	Failed to get results, Error code: 0x0
2026-05-20 11:45:12:7284	Failed to get results, Error code: 0x0
2026-05-20 11:45:12:8853	Failed to get results, Error code: 0x0
2026-05-20 11:45:13:1349	Failed to get results, Error code: 0x0
2026-05-20 11:45:13:3451	Failed to get results, Error code: 0x0
2026-05-20 11:45:13:5484	Failed to get results, Error code: 0x0
2026-05-20 11:45:13:7374	Failed to get results, Error code: 0x0
2026-05-20 11:45:13:9238	Failed to get results, Error code: 0x0
2026-05-20 11:45:14:1607	Failed to get results, Error code: 0x0
2026-05-20 11:45:14:3634	Failed to get results, Error code: 0x0
2026-05-20 11:45:14:5440	Failed to get results, Error code: 0x0
2026-05-20 11:45:14:7048	Failed to get results, Error code: 0x0
2026-05-20 11:45:14:9493	Failed to get results, Error code: 0x0
2026-05-20 11:45:15:1159	Failed to get results, Error code: 0x0
2026-05-20 11:45:15:3645	Failed to get results, Error code: 0x0
2026-05-20 11:45:15:5171	Failed to get results, Error code: 0x0
2026-05-20 11:45:15:7193	Failed to get results, Error code: 0x0
2026-05-20 11:45:15:9671	Failed to get results, Error code: 0x0
2026-05-20 11:45:16:1389	Failed to get results, Error code: 0x0
2026-05-20 11:45:16:3587	Failed to get results, Error code: 0x0
2026-05-20 11:45:16:5653	Failed to get results, Error code: 0x0
2026-05-20 11:45:16:7555	Failed to get results, Error code: 0x0
2026-05-20 11:45:16:9641	Failed to get results, Error code: 0x0
2026-05-20 11:45:17:1348	Failed to get results, Error code: 0x0
2026-05-20 11:45:17:3433	Failed to get results, Error code: 0x0
2026-05-20 11:45:17:5554	Failed to get results, Error code: 0x0
2026-05-20 11:45:17:7474	Failed to get results, Error code: 0x0
2026-05-20 11:45:17:9609	Failed to get results, Error code: 0x0
2026-05-20 11:45:18:1610	Failed to get results, Error code: 0x0
2026-05-20 11:45:18:3592	Failed to get results, Error code: 0x0
2026-05-20 11:45:18:5686	Failed to get results, Error code: 0x0
2026-05-20 11:45:18:7857	Failed to get results, Error code: 0x0
2026-05-20 11:45:18:9905	Failed to get results, Error code: 0x0
2026-05-20 11:45:19:1338	Failed to get results, Error code: 0x0
2026-05-20 11:45:19:3382	Failed to get results, Error code: 0x0
2026-05-20 11:45:19:5340	Failed to get results, Error code: 0x0
2026-05-20 11:45:19:7638	Failed to get results, Error code: 0x0
2026-05-20 11:45:19:9493	Failed to get results, Error code: 0x0
2026-05-20 11:45:20:1458	Failed to get results, Error code: 0x0
2026-05-20 11:45:20:3502	Failed to get results, Error code: 0x0
2026-05-20 11:45:20:5441	Failed to get results, Error code: 0x0
2026-05-20 11:45:20:7627	Failed to get results, Error code: 0x0
2026-05-20 11:45:21:0032	Failed to get results, Error code: 0x0
2026-05-20 11:45:21:1772	Failed to get results, Error code: 0x0
2026-05-20 11:45:21:3854	Failed to get results, Error code: 0x0
2026-05-20 11:45:21:6206	Failed to get results, Error code: 0x0
2026-05-20 11:45:21:7727	Failed to get results, Error code: 0x0
2026-05-20 11:45:22:0035	Failed to get results, Error code: 0x0
2026-05-20 11:45:22:2193	Failed to get results, Error code: 0x0
2026-05-20 11:45:22:4159	Failed to get results, Error code: 0x0
2026-05-20 11:45:22:5752	Failed to get results, Error code: 0x0
2026-05-20 11:45:22:8091	Failed to get results, Error code: 0x0
2026-05-20 11:45:23:0033	Failed to get results, Error code: 0x0
2026-05-20 11:45:23:1939	Failed to get results, Error code: 0x0
2026-05-20 11:45:23:3779	Failed to get results, Error code: 0x0
2026-05-20 11:45:23:5883	Failed to get results, Error code: 0x0
2026-05-20 11:45:23:8111	Failed to get results, Error code: 0x0
2026-05-20 11:45:24:0197	Failed to get results, Error code: 0x0
2026-05-20 11:45:24:2287	Failed to get results, Error code: 0x0
2026-05-20 11:45:24:3789	Failed to get results, Error code: 0x0
2026-05-20 11:45:24:6412	Failed to get results, Error code: 0x0
2026-05-20 11:45:24:8242	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:0333	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:2201	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:4412	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:6017	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:8291	Failed to get results, Error code: 0x0
2026-05-20 11:45:25:9944	Failed to get results, Error code: 0x0
2026-05-20 11:45:26:1897	Failed to get results, Error code: 0x0
2026-05-20 11:45:26:3898	Failed to get results, Error code: 0x0
2026-05-20 11:45:26:5893	Failed to get results, Error code: 0x0
2026-05-20 11:45:26:8041	Failed to get results, Error code: 0x0
2026-05-20 11:45:27:0358	Failed to get results, Error code: 0x0
2026-05-20 11:45:27:2487	Failed to get results, Error code: 0x0
2026-05-20 11:45:27:4174	Failed to get results, Error code: 0x0
2026-05-20 11:45:27:5963	Failed to get results, Error code: 0x0
2026-05-20 11:45:27:8288	Failed to get results, Error code: 0x0
2026-05-20 11:45:28:0261	Failed to get results, Error code: 0x0
2026-05-20 11:45:28:2216	Failed to get results, Error code: 0x0
2026-05-20 11:45:28:4340	Failed to get results, Error code: 0x0
2026-05-20 11:45:28:6472	Failed to get results, Error code: 0x0
2026-05-20 11:45:28:8743	Failed to get results, Error code: 0x0
2026-05-20 11:45:29:0285	Failed to get results, Error code: 0x0
2026-05-20 11:45:29:2399	Failed to get results, Error code: 0x0
2026-05-20 11:45:29:4289	Failed to get results, Error code: 0x0
2026-05-20 11:45:29:6671	Failed to get results, Error code: 0x0
2026-05-20 11:45:29:8244	Failed to get results, Error code: 0x0
2026-05-20 11:45:30:0277	Failed to get results, Error code: 0x0
2026-05-20 11:45:30:2457	Failed to get results, Error code: 0x0
2026-05-20 11:45:30:4277	Failed to get results, Error code: 0x0
2026-05-20 11:45:30:6513	Failed to get results, Error code: 0x0
2026-05-20 11:45:30:8449	Failed to get results, Error code: 0x0
2026-05-20 11:45:31:0501	Failed to get results, Error code: 0x0
2026-05-20 11:45:31:2272	Failed to get results, Error code: 0x0
2026-05-20 11:45:31:4328	Failed to get results, Error code: 0x0
2026-05-20 11:45:31:6317	Failed to get results, Error code: 0x0
2026-05-20 11:45:31:8327	Failed to get results, Error code: 0x0
2026-05-20 11:45:32:0423	Failed to get results, Error code: 0x0
2026-05-20 11:45:32:2417	Failed to get results, Error code: 0x0
2026-05-20 11:45:32:4486	Failed to get results, Error code: 0x0
2026-05-20 11:45:32:6420	Failed to get results, Error code: 0x0
2026-05-20 11:45:32:8630	Failed to get results, Error code: 0x0
2026-05-20 11:45:33:0609	Failed to get results, Error code: 0x0
2026-05-20 11:45:33:2449	Failed to get results, Error code: 0x0
2026-05-20 11:45:33:4424	Failed to get results, Error code: 0x0
2026-05-20 11:45:33:6751	Failed to get results, Error code: 0x0
2026-05-20 11:45:33:8537	Failed to get results, Error code: 0x0
2026-05-20 11:45:34:0481	Failed to get results, Error code: 0x0
2026-05-20 11:45:34:2750	Failed to get results, Error code: 0x0
2026-05-20 11:45:34:4534	Failed to get results, Error code: 0x0
2026-05-20 11:45:34:6553	Failed to get results, Error code: 0x0
2026-05-20 11:45:35:0696	Failed to get results, Error code: 0x0
2026-05-20 11:45:35:0735	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:0096	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:1591	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:2669	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:3032	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:3058	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:3085	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:4722	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:6663	Failed to get results, Error code: 0x0
2026-05-20 11:45:36:8675	Failed to get results, Error code: 0x0
2026-05-20 11:45:37:0585	Failed to get results, Error code: 0x0
2026-05-20 11:45:37:2620	Failed to get results, Error code: 0x0
2026-05-20 11:45:37:4657	Failed to get results, Error code: 0x0
2026-05-20 11:45:37:6762	Failed to get results, Error code: 0x0
2026-05-20 11:45:37:8746	Failed to get results, Error code: 0x0
2026-05-20 11:45:38:0731	Failed to get results, Error code: 0x0
2026-05-20 11:45:38:2638	Failed to get results, Error code: 0x0
2026-05-20 11:45:38:4776	Failed to get results, Error code: 0x0
2026-05-20 11:45:38:6640	Failed to get results, Error code: 0x0
2026-05-20 11:45:38:8642	Failed to get results, Error code: 0x0
2026-05-20 11:45:39:0636	Failed to get results, Error code: 0x0
2026-05-20 11:45:39:2709	Failed to get results, Error code: 0x0
2026-05-20 11:45:39:4617	Failed to get results, Error code: 0x0
2026-05-20 11:45:39:6923	Failed to get results, Error code: 0x0
2026-05-20 11:45:39:8686	Failed to get results, Error code: 0x0
2026-05-20 11:45:40:0715	Failed to get results, Error code: 0x0
2026-05-20 11:45:40:2685	Failed to get results, Error code: 0x0
2026-05-20 11:45:40:4720	Failed to get results, Error code: 0x0
2026-05-20 11:45:40:6808	Failed to get results, Error code: 0x0
2026-05-20 11:45:40:8816	Failed to get results, Error code: 0x0
2026-05-20 11:45:41:0810	Failed to get results, Error code: 0x0
2026-05-20 11:45:41:2789	Failed to get results, Error code: 0x0
2026-05-20 11:45:41:4814	Failed to get results, Error code: 0x0
2026-05-20 11:45:41:6770	Failed to get results, Error code: 0x0
2026-05-20 11:45:41:8746	Failed to get results, Error code: 0x0
2026-05-20 11:45:42:0812	Failed to get results, Error code: 0x0
2026-05-20 11:45:42:2738	Failed to get results, Error code: 0x0
2026-05-20 11:45:42:4911	Failed to get results, Error code: 0x0
2026-05-20 11:45:42:6718	Failed to get results, Error code: 0x0
2026-05-20 11:45:42:9043	Failed to get results, Error code: 0x0
2026-05-20 11:45:43:1226	Failed to get results, Error code: 0x0
2026-05-20 11:45:43:3526	Failed to get results, Error code: 0x0
2026-05-20 11:45:43:4790	Failed to get results, Error code: 0x0
2026-05-20 11:45:43:7435	Failed to get results, Error code: 0x0
2026-05-20 11:45:43:9294	Failed to get results, Error code: 0x0
2026-05-20 11:45:44:1122	Failed to get results, Error code: 0x0
2026-05-20 11:45:44:3038	Failed to get results, Error code: 0x0
2026-05-20 11:45:44:5037	Failed to get results, Error code: 0x0
2026-05-20 11:45:44:7057	Failed to get results, Error code: 0x0
2026-05-20 11:45:44:9023	Failed to get results, Error code: 0x0
2026-05-20 11:45:45:1244	Failed to get results, Error code: 0x0
2026-05-20 11:45:45:3528	Failed to get results, Error code: 0x0
2026-05-20 11:45:45:5401	Failed to get results, Error code: 0x0
2026-05-20 11:45:45:6880	Failed to get results, Error code: 0x0
2026-05-20 11:45:45:9401	Failed to get results, Error code: 0x0
2026-05-20 11:45:46:1553	Failed to get results, Error code: 0x0
2026-05-20 11:45:46:3198	Failed to get results, Error code: 0x0
2026-05-20 11:45:46:5325	Failed to get results, Error code: 0x0
2026-05-20 11:45:46:7524	Failed to get results, Error code: 0x0
2026-05-20 11:45:46:9386	Failed to get results, Error code: 0x0
2026-05-20 11:45:47:1700	Failed to get results, Error code: 0x0
2026-05-20 11:45:47:3570	Failed to get results, Error code: 0x0
2026-05-20 11:45:47:5616	Failed to get results, Error code: 0x0
2026-05-20 11:45:47:7638	Failed to get results, Error code: 0x0
2026-05-20 11:45:47:9661	Failed to get results, Error code: 0x0
2026-05-20 11:45:48:1307	Failed to get results, Error code: 0x0
2026-05-20 11:45:48:3664	Failed to get results, Error code: 0x0
2026-05-20 11:45:48:5613	Failed to get results, Error code: 0x0
2026-05-20 11:45:48:7414	Failed to get results, Error code: 0x0
2026-05-20 11:45:48:9590	Failed to get results, Error code: 0x0
2026-05-20 11:45:49:1931	Failed to get results, Error code: 0x0
2026-05-20 11:45:49:3260	Failed to get results, Error code: 0x0
2026-05-20 11:45:49:5561	Failed to get results, Error code: 0x0
2026-05-20 11:45:49:7427	Failed to get results, Error code: 0x0
2026-05-20 11:45:49:9406	Failed to get results, Error code: 0x0
2026-05-20 11:45:50:1735	Failed to get results, Error code: 0x0
2026-05-20 11:45:50:3439	Failed to get results, Error code: 0x0
2026-05-20 11:45:50:5478	Failed to get results, Error code: 0x0
2026-05-20 11:45:50:7512	Failed to get results, Error code: 0x0
2026-05-20 11:45:50:9885	Failed to get results, Error code: 0x0
2026-05-20 11:45:51:2097	Failed to get results, Error code: 0x0
2026-05-20 11:45:51:3500	Failed to get results, Error code: 0x0
2026-05-20 11:45:51:5729	Failed to get results, Error code: 0x0
2026-05-20 11:45:51:8010	Failed to get results, Error code: 0x0
2026-05-20 11:45:51:9806	Failed to get results, Error code: 0x0
2026-05-20 11:45:52:2129	Failed to get results, Error code: 0x0
2026-05-20 11:45:52:4067	Failed to get results, Error code: 0x0
2026-05-20 11:45:52:6096	Failed to get results, Error code: 0x0
2026-05-20 11:45:52:7671	Failed to get results, Error code: 0x0
2026-05-20 11:45:53:0214	Failed to get results, Error code: 0x0
2026-05-20 11:45:53:1968	Failed to get results, Error code: 0x0
2026-05-20 11:45:53:3693	Failed to get results, Error code: 0x0
2026-05-20 11:45:53:5976	Failed to get results, Error code: 0x0
2026-05-20 11:45:53:8105	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:0264	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:1811	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:4163	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:5961	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:7610	Failed to get results, Error code: 0x0
2026-05-20 11:45:54:9614	Failed to get results, Error code: 0x0
2026-05-20 11:45:55:1679	Failed to get results, Error code: 0x0
2026-05-20 11:45:55:3646	Failed to get results, Error code: 0x0
2026-05-20 11:45:55:5669	Failed to get results, Error code: 0x0
2026-05-20 11:45:55:7686	Failed to get results, Error code: 0x0
2026-05-20 11:45:55:9721	Failed to get results, Error code: 0x0
2026-05-20 11:45:56:1698	Failed to get results, Error code: 0x0
2026-05-20 11:45:56:3884	Failed to get results, Error code: 0x0
2026-05-20 11:45:56:6489	Failed to get results, Error code: 0x0
2026-05-20 11:45:56:8206	Failed to get results, Error code: 0x0
2026-05-20 11:45:56:9949	Failed to get results, Error code: 0x0
2026-05-20 11:45:57:1974	Failed to get results, Error code: 0x0
2026-05-20 11:45:57:3822	Failed to get results, Error code: 0x0
2026-05-20 11:45:57:5868	Failed to get results, Error code: 0x0
2026-05-20 11:45:57:8040	Failed to get results, Error code: 0x0
2026-05-20 11:45:57:9852	Failed to get results, Error code: 0x0
2026-05-20 11:45:58:1873	Failed to get results, Error code: 0x0
2026-05-20 11:45:58:3854	Failed to get results, Error code: 0x0
2026-05-20 11:45:58:5832	Failed to get results, Error code: 0x0
2026-05-20 11:45:58:7821	Failed to get results, Error code: 0x0
2026-05-20 11:45:58:9900	Failed to get results, Error code: 0x0
2026-05-20 11:45:59:1887	Failed to get results, Error code: 0x0
2026-05-20 11:45:59:3827	Failed to get results, Error code: 0x0
2026-05-20 11:45:59:5940	Failed to get results, Error code: 0x0
2026-05-20 11:45:59:7917	Failed to get results, Error code: 0x0
2026-05-20 11:45:59:9907	Failed to get results, Error code: 0x0
2026-05-20 11:46:00:1876	Failed to get results, Error code: 0x0
2026-05-20 11:46:00:3863	Failed to get results, Error code: 0x0
2026-05-20 11:46:00:5892	Failed to get results, Error code: 0x0
2026-05-20 11:46:00:7903	Failed to get results, Error code: 0x0
2026-05-20 11:46:00:9946	Failed to get results, Error code: 0x0
2026-05-20 11:46:01:1959	Failed to get results, Error code: 0x0
2026-05-20 11:46:01:3967	Failed to get results, Error code: 0x0
2026-05-20 11:46:01:5899	Failed to get results, Error code: 0x0
2026-05-20 11:46:01:7994	Failed to get results, Error code: 0x0
2026-05-20 11:46:01:9951	Failed to get results, Error code: 0x0
2026-05-20 11:46:02:1937	Failed to get results, Error code: 0x0
2026-05-20 11:46:02:4014	Failed to get results, Error code: 0x0
2026-05-20 11:46:02:5961	Failed to get results, Error code: 0x0
2026-05-20 11:46:02:7998	Failed to get results, Error code: 0x0
2026-05-20 11:46:03:0022	Failed to get results, Error code: 0x0
2026-05-20 11:46:03:2164	Failed to get results, Error code: 0x0
2026-05-20 11:46:03:4201	Failed to get results, Error code: 0x0
2026-05-20 11:46:03:6177	Failed to get results, Error code: 0x0
2026-05-20 11:46:03:8028	Failed to get results, Error code: 0x0
2026-05-20 11:46:04:0074	Failed to get results, Error code: 0x0
2026-05-20 11:46:04:2227	Failed to get results, Error code: 0x0
2026-05-20 11:46:04:4014	Failed to get results, Error code: 0x0
2026-05-20 11:46:04:6217	Failed to get results, Error code: 0x0
2026-05-20 11:46:04:7995	Failed to get results, Error code: 0x0
2026-05-20 11:46:05:0034	Failed to get results, Error code: 0x0
2026-05-20 11:46:05:2049	Failed to get results, Error code: 0x0
2026-05-20 11:46:05:4023	Failed to get results, Error code: 0x0
2026-05-20 11:46:05:6099	Failed to get results, Error code: 0x0
2026-05-20 11:46:05:8079	Failed to get results, Error code: 0x0
2026-05-20 11:46:06:0054	Failed to get results, Error code: 0x0
2026-05-20 11:46:06:2055	Failed to get results, Error code: 0x0
2026-05-20 11:46:06:4328	Failed to get results, Error code: 0x0
2026-05-20 11:46:06:6479	Failed to get results, Error code: 0x0
2026-05-20 11:46:06:8441	Failed to get results, Error code: 0x0
2026-05-20 11:46:07:0250	Failed to get results, Error code: 0x0
2026-05-20 11:46:07:2345	Failed to get results, Error code: 0x0
2026-05-20 11:46:07:4350	Failed to get results, Error code: 0x0
2026-05-20 11:46:07:6523	Failed to get results, Error code: 0x0
2026-05-20 11:46:07:8342	Failed to get results, Error code: 0x0
2026-05-20 11:46:08:0479	Failed to get results, Error code: 0x0
2026-05-20 11:46:08:2778	Failed to get results, Error code: 0x0
2026-05-20 11:46:08:4913	Failed to get results, Error code: 0x0
2026-05-20 11:46:08:6567	Failed to get results, Error code: 0x0
2026-05-20 11:46:08:8568	Failed to get results, Error code: 0x0
2026-05-20 11:46:09:0838	Failed to get results, Error code: 0x0
2026-05-20 11:46:09:2707	Failed to get results, Error code: 0x0
2026-05-20 11:46:09:4665	Failed to get results, Error code: 0x0
2026-05-20 11:46:09:7022	Failed to get results, Error code: 0x0
2026-05-20 11:46:09:8997	Failed to get results, Error code: 0x0
2026-05-20 11:46:10:0361	Failed to get results, Error code: 0x0
2026-05-20 11:46:10:2831	Failed to get results, Error code: 0x0
2026-05-20 11:46:10:4598	Failed to get results, Error code: 0x0
2026-05-20 11:46:10:6592	Failed to get results, Error code: 0x0
2026-05-20 11:46:10:8687	Failed to get results, Error code: 0x0
2026-05-20 11:46:11:0602	Failed to get results, Error code: 0x0
2026-05-20 11:46:11:2918	Failed to get results, Error code: 0x0
2026-05-20 11:46:11:5098	Failed to get results, Error code: 0x0
2026-05-20 11:46:11:7091	Failed to get results, Error code: 0x0
2026-05-20 11:46:11:8625	Failed to get results, Error code: 0x0
2026-05-20 11:46:12:1195	Failed to get results, Error code: 0x0
2026-05-20 11:46:12:3072	Failed to get results, Error code: 0x0
2026-05-20 11:46:12:5068	Failed to get results, Error code: 0x0
2026-05-20 11:46:12:6976	Failed to get results, Error code: 0x0
2026-05-20 11:46:12:8983	Failed to get results, Error code: 0x0
2026-05-20 11:46:13:0744	Failed to get results, Error code: 0x0
2026-05-20 11:46:13:3366	Failed to get results, Error code: 0x0
2026-05-20 11:46:13:5209	Failed to get results, Error code: 0x0
2026-05-20 11:46:13:6661	Failed to get results, Error code: 0x0
2026-05-20 11:46:13:9158	Failed to get results, Error code: 0x0
2026-05-20 11:46:14:1348	Failed to get results, Error code: 0x0
2026-05-20 11:46:14:3123	Failed to get results, Error code: 0x0
2026-05-20 11:46:14:5265	Failed to get results, Error code: 0x0
2026-05-20 11:46:14:7005	Failed to get results, Error code: 0x0
2026-05-20 11:46:14:9296	Failed to get results, Error code: 0x0
2026-05-20 11:46:15:1056	Failed to get results, Error code: 0x0
2026-05-20 11:46:15:3461	Failed to get results, Error code: 0x0
2026-05-20 11:46:15:4945	Failed to get results, Error code: 0x0
2026-05-20 11:46:15:7416	Failed to get results, Error code: 0x0
2026-05-20 11:46:15:9131	Failed to get results, Error code: 0x0
2026-05-20 11:46:16:1466	Failed to get results, Error code: 0x0
2026-05-20 11:46:16:3447	Failed to get results, Error code: 0x0
2026-05-20 11:46:16:4956	Failed to get results, Error code: 0x0
2026-05-20 11:46:16:7467	Failed to get results, Error code: 0x0
2026-05-20 11:46:16:9485	Failed to get results, Error code: 0x0
2026-05-20 11:46:17:1577	Failed to get results, Error code: 0x0
2026-05-20 11:46:17:3592	Failed to get results, Error code: 0x0
2026-05-20 11:46:17:5512	Failed to get results, Error code: 0x0
2026-05-20 11:46:17:7320	Failed to get results, Error code: 0x0
2026-05-20 11:46:17:9730	Failed to get results, Error code: 0x0
2026-05-20 11:46:18:1214	Failed to get results, Error code: 0x0
2026-05-20 11:46:18:3590	Failed to get results, Error code: 0x0
2026-05-20 11:46:18:5758	Failed to get results, Error code: 0x0
2026-05-20 11:46:18:7584	Failed to get results, Error code: 0x0
2026-05-20 11:46:18:9720	Failed to get results, Error code: 0x0
2026-05-20 11:46:19:1883	Failed to get results, Error code: 0x0
2026-05-20 11:46:19:3242	Failed to get results, Error code: 0x0
2026-05-20 11:46:19:5754	Failed to get results, Error code: 0x0
2026-05-20 11:46:19:7777	Failed to get results, Error code: 0x0
2026-05-20 11:46:19:9712	Failed to get results, Error code: 0x0
2026-05-20 11:46:20:1755	Failed to get results, Error code: 0x0
2026-05-20 11:46:20:3404	Failed to get results, Error code: 0x0
2026-05-20 11:46:20:5469	Failed to get results, Error code: 0x0
2026-05-20 11:46:20:7839	Failed to get results, Error code: 0x0
2026-05-20 11:46:20:9743	Failed to get results, Error code: 0x0
2026-05-20 11:46:21:1461	Failed to get results, Error code: 0x0
2026-05-20 11:46:21:3848	Failed to get results, Error code: 0x0
2026-05-20 11:46:21:5898	Failed to get results, Error code: 0x0
2026-05-20 11:46:21:7491	Failed to get results, Error code: 0x0
2026-05-20 11:46:21:9878	Failed to get results, Error code: 0x0
2026-05-20 11:46:22:1986	Failed to get results, Error code: 0x0
2026-05-20 11:46:22:3830	Failed to get results, Error code: 0x0
2026-05-20 11:46:22:5684	Failed to get results, Error code: 0x0
2026-05-20 11:46:22:7791	Failed to get results, Error code: 0x0
2026-05-20 11:46:22:9539	Failed to get results, Error code: 0x0
2026-05-20 11:46:23:1564	Failed to get results, Error code: 0x0
2026-05-20 11:46:23:3600	Failed to get results, Error code: 0x0
2026-05-20 11:46:23:6077	Failed to get results, Error code: 0x0
2026-05-20 11:46:23:7664	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:0302	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:1463	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:3741	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:5923	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:8279	Failed to get results, Error code: 0x0
2026-05-20 11:46:24:9546	Failed to get results, Error code: 0x0
2026-05-20 11:46:25:2242	Failed to get results, Error code: 0x0
2026-05-20 11:46:25:4024	Failed to get results, Error code: 0x0
2026-05-20 11:46:25:6018	Failed to get results, Error code: 0x0
2026-05-20 11:46:25:8159	Failed to get results, Error code: 0x0
2026-05-20 11:46:25:9810	Failed to get results, Error code: 0x0
2026-05-20 11:46:26:1628	Failed to get results, Error code: 0x0
2026-05-20 11:46:26:3873	Failed to get results, Error code: 0x0
